City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
476,Topolog,RO,44.8833,28.3667,51.8,35,4,3.44,clear sky
477,Stornoway,GB,58.2093,-6.3865,43.0,60,29,2.3,scattered clouds
478,Okaihau,NZ,-35.3167,173.7833,63.0,97,44,3.0,scattered clouds
479,Point Fortin,TT,10.1833,-61.6833,82.99,81,74,7.0,broken clouds
480,Tonekabon,IR,36.8163,50.8738,55.4,94,90,2.3,mist
481,Half Moon Bay,US,37.4636,-122.4286,61.0,76,20,11.5,haze
482,Qena,EG,26.1615,32.7183,73.4,27,0,4.61,clear sky
483,The Hammocks,US,25.6715,-80.4445,90.0,51,20,14.97,few clouds
484,La Orilla,MX,17.9833,-102.2333,83.14,53,6,11.83,clear sky
485,Rocha,UY,-34.4833,-54.3333,63.16,83,93,28.63,overcast clouds
486,Cairns,AU,-16.9167,145.7667,73.4,94,6,1.14,clear sky
487,Rio Real,BR,-11.4847,-37.9328,87.57,45,97,15.88,overcast clouds
488,Sao Joao Da Barra,BR,-21.6403,-41.0511,87.8,40,20,2.3,few clouds
489,Wagar,SD,16.1525,36.2032,81.14,29,32,20.27,scattered clouds
490,Filadelfia,US,39.9523,-75.1638,66.0,88,90,11.5,overcast clouds
491,Pisco,PE,-13.7,-76.2167,75.2,60,0,9.22,clear sky
492,Koygorodok,RU,60.445,50.9968,32.99,93,36,5.19,scattered clouds
493,Goalpara,IN,26.1667,90.6167,80.13,34,19,1.05,few clouds
494,Christchurch,NZ,-43.5333,172.6333,55.99,100,0,8.05,clear sky
495,Saint-Augustin,CA,51.226,-58.6502,42.8,91,100,23.06,overcast clouds
496,Nieves,PH,15.3274,120.9485,77.0,69,40,2.3,scattered clouds
497,Charlestown,AU,-32.95,151.6667,52.0,57,0,7.52,clear sky
498,Barquisimeto,VE,10.0739,-69.3228,77.0,65,75,9.22,broken clouds
499,Sabang,ID,5.8933,95.3214,83.71,67,5,3.67,clear sky
500,Bereda,ES,43.2686,-7.5406,48.99,59,58,17.0,broken clouds
501,Ibra,OM,22.6906,58.5334,77.56,58,44,10.02,scattered clouds
502,Kamaishi,JP,39.2667,141.8833,43.39,74,0,6.67,clear sky
503,Imeni Poliny Osipenko,RU,52.4201,136.4853,26.82,52,99,6.51,overcast clouds
504,Havre-Saint-Pierre,CA,50.2334,-63.5986,59.0,55,75,26.46,broken clouds
505,Bafq,IR,31.6128,55.4107,72.72,36,100,7.36,overcast clouds
506,Xai-Xai,MZ,-25.0519,33.6442,73.02,84,0,8.5,clear sky
507,Camacupa,AO,-12.0167,17.4833,64.24,78,88,1.61,overcast clouds
508,Beloha,MG,-25.1667,45.05,73.0,88,2,11.77,clear sky
509,Bileca,BA,42.8719,18.4297,57.2,58,0,10.36,clear sky
510,Tari,NG,12.4086,4.4914,97.2,4,63,8.52,broken clouds
511,Kendari,ID,-3.945,122.4989,74.7,93,35,3.18,scattered clouds
512,Atasu,KZ,48.6814,71.6433,41.9,59,0,15.95,clear sky
513,Ramhormoz,IR,31.28,49.6035,86.0,20,40,7.49,scattered clouds
514,Hay River,CA,60.8156,-115.7999,8.6,61,100,6.91,overcast clouds
515,Taybad,IR,34.74,60.7756,68.59,26,89,8.28,overcast clouds
516,Tateyama,JP,34.9833,139.8667,53.6,82,20,4.61,few clouds
517,Bull Savanna,JM,17.8868,-77.5902,82.67,62,81,17.76,broken clouds
518,Alanya,TR,36.5438,31.9998,53.6,58,40,2.3,scattered clouds
519,Kinablangan,PH,7.6947,126.5503,77.02,87,97,7.96,overcast clouds
520,Buturlino,RU,55.5667,44.8974,32.59,98,100,3.09,overcast clouds
521,Katangli,RU,51.7102,143.2326,30.7,94,91,4.54,light snow
522,Roma,US,43.2128,-75.4557,71.6,43,20,11.5,few clouds
523,Maceio,BR,-9.6658,-35.7353,75.2,94,90,13.8,mist
524,Taoudenni,ML,22.6783,-3.9836,96.98,10,12,7.67,few clouds
525,Krasnoselkup,RU,65.7,82.4667,32.14,88,100,19.75,overcast clouds
526,Ewa Beach,US,21.3156,-158.0072,69.8,68,75,6.91,broken clouds
527,Riyadh,SA,24.6877,46.7219,98.6,9,75,17.27,dust
528,Byumba,RW,-1.5763,30.0675,75.2,57,40,3.44,scattered clouds
529,Tottori,JP,35.5,134.2333,49.39,74,40,8.97,scattered clouds
530,San Bartolome De Tirajana,ES,27.9248,-15.5733,71.6,68,20,11.5,few clouds
531,Nyurba,RU,63.2842,118.3319,-6.05,99,43,3.2,scattered clouds
532,Panzhihua,CN,26.5851,101.7128,60.01,55,0,1.68,clear sky
533,Chicama,PE,-7.8447,-79.1469,69.8,83,20,10.36,few clouds
534,Guhagar,IN,17.4842,73.1929,80.31,74,13,3.51,few clouds
535,Deputatskiy,RU,69.3,139.9,-23.21,99,82,2.95,broken clouds
536,Gamba,GA,-2.65,10.0,80.82,78,78,10.56,broken clouds
537,Matata,NZ,-37.8833,176.75,66.99,100,38,6.22,scattered clouds
538,Naliya,IN,23.2667,68.8333,79.61,66,0,13.65,clear sky
539,Powell River,CA,49.8496,-124.5361,43.0,70,20,6.91,few clouds
540,Ravar,IR,31.2656,56.8055,75.87,23,91,5.37,overcast clouds
541,Najran,SA,17.4924,44.1277,89.6,14,40,11.5,scattered clouds
542,Yulara,AU,-25.2406,130.9889,62.6,42,20,10.36,few clouds
543,Nalut,LY,30.3333,10.85,84.83,12,100,15.61,overcast clouds
544,Jijiang,CN,29.2906,106.2542,59.0,100,90,6.71,light rain
545,Kosh-Agach,RU,50.0,88.6667,17.98,48,2,3.96,clear sky
546,Pinotepa Nacional,MX,16.3167,-98.0167,90.93,33,0,9.64,clear sky
547,Vysokogornyy,RU,50.1167,139.15,33.01,97,100,2.15,overcast clouds
548,Olbia,IT,40.9214,9.4856,60.8,94,20,3.44,few clouds
549,Sinnamary,GF,5.3833,-52.95,77.58,87,100,2.86,overcast clouds
550,Poronaysk,RU,49.2167,143.1167,34.0,86,57,7.36,broken clouds
551,Norden,DE,53.6,7.2,41.0,76,100,11.01,overcast clouds
552,Sagua La Grande,CU,22.8067,-80.0756,93.2,40,40,9.22,scattered clouds
553,Leningradskiy,RU,69.3833,178.4167,-20.34,96,48,6.33,scattered clouds
554,Freeport,US,40.6576,-73.5832,60.8,88,90,11.5,overcast clouds
555,Aksha,RU,50.2814,113.2867,23.25,41,64,11.1,broken clouds
556,Khadyzhensk,RU,44.4256,39.5319,46.24,98,100,0.31,light rain
557,Buala,SB,-8.145,159.5921,78.3,81,100,1.23,overcast clouds
558,Te Anau,NZ,-45.4167,167.7167,47.89,94,24,1.1,few clouds
559,Sunam,IN,30.1333,75.8,79.52,14,76,2.51,broken clouds
560,Paris,FR,48.8534,2.3488,46.4,61,90,9.22,overcast clouds
561,Rayon,MX,19.1444,-99.5836,75.2,17,20,3.44,few clouds
562,Marovoay,MG,-16.1,46.6333,78.8,94,20,2.3,light rain
563,Nisia Floresta,BR,-6.0911,-35.2086,87.8,66,40,14.97,scattered clouds
564,Praia,CV,14.9215,-23.5087,82.4,44,0,19.57,clear sky
565,Bac Lieu,VN,9.285,105.7244,81.93,76,12,12.3,few clouds
566,Medea,DZ,36.2642,2.7539,66.2,68,40,6.91,scattered clouds
567,Camana,PE,-16.6228,-72.7111,71.91,70,94,10.29,overcast clouds
568,Bollnas,SE,61.3482,16.3946,37.0,74,100,1.99,overcast clouds
569,Bulungu,CD,-4.55,18.6,71.15,93,89,4.18,overcast clouds
570,Archidona,ES,37.0965,-4.3887,71.01,66,81,8.99,broken clouds
571,Umm Lajj,SA,25.0213,37.2685,71.17,57,0,15.35,clear sky
572,Umarkot,PK,25.3616,69.7362,86.36,25,0,11.86,clear sky
573,Mocuba,MZ,-16.8392,36.9856,71.19,96,100,2.93,overcast clouds
574,Port Hedland,AU,-20.3167,118.5667,80.6,89,87,5.75,overcast clouds
575,Caxito,AO,-8.5785,13.6643,82.4,69,40,2.77,scattered clouds
576,Vondrozo,MG,-22.8167,47.2833,66.02,97,2,1.39,clear sky
577,Conceicao Do Araguaia,BR,-8.2578,-49.2647,85.01,62,100,4.52,light rain
578,Falun,SE,60.6036,15.626,39.99,70,75,12.66,light intensity drizzle
579,Gat,IL,31.61,34.7642,60.01,48,9,6.69,clear sky
580,Taft,IR,31.7471,54.2088,75.2,27,40,4.61,scattered clouds
581,Conde,BR,-7.2597,-34.9075,80.6,100,75,5.75,broken clouds
582,Mandalgovi,MN,45.7625,106.2708,19.38,49,42,18.48,scattered clouds
583,Honningsvag,NO,70.9821,25.9704,35.6,80,75,32.21,light rain
584,Tiszakarad,HU,48.2,21.7167,57.99,47,0,6.91,clear sky
585,Kaolinovo,BG,43.6167,27.1167,46.99,40,1,1.01,clear sky
586,Salym,RU,60.0625,71.4789,42.62,92,100,11.14,overcast clouds
587,Rio Grande,BR,-32.035,-52.0986,80.6,65,40,11.5,scattered clouds
588,Bahia Blanca,AR,-38.7196,-62.2724,71.98,35,0,9.08,clear sky
589,De Aar,ZA,-30.6497,24.0123,77.22,26,55,5.41,broken clouds
590,Tekeli,KZ,44.83,78.8239,42.46,55,0,10.38,clear sky
591,Vanavara,RU,60.34,102.2797,23.9,98,100,1.5,overcast clouds
592,Seoul,KR,37.5683,126.9778,57.2,62,0,2.3,light rain
593,Grand Gaube,MU,-20.0064,57.6608,79.0,81,86,7.0,light rain
594,Dicabisagan,PH,17.0818,122.4157,74.46,83,53,4.72,broken clouds
595,Mach,PK,29.8637,67.3298,78.33,12,17,6.17,few clouds
596,Malakal,SS,9.5334,31.6605,94.75,14,100,3.24,overcast clouds
597,Fez,MA,34.0372,-4.9998,69.8,46,40,6.91,scattered clouds
598,Batouri,CM,4.4333,14.3667,70.39,91,82,4.63,light rain
599,Trairi,BR,-3.2778,-39.2689,84.52,69,55,12.03,broken clouds
600,East Haven,US,41.2762,-72.8684,59.0,94,90,13.8,fog
601,Waipawa,NZ,-41.4122,175.5153,63.0,88,75,13.8,broken clouds
602,Sangar,RU,63.9242,127.4739,-10.98,90,65,3.4,broken clouds
603,Murgab,TM,37.4966,61.9714,71.6,18,85,9.22,overcast clouds
604,Abeche,TD,13.8292,20.8324,87.48,8,2,10.31,clear sky
605,Brainerd,US,46.358,-94.2008,48.2,71,90,9.22,overcast clouds
606,Rincon,US,32.296,-81.2354,69.01,77,75,12.66,broken clouds
607,Otane,NZ,-39.8833,176.6333,57.0,95,0,2.35,clear sky
608,Navirai,BR,-23.065,-54.1906,95.0,25,0,4.72,clear sky
609,Masuda,JP,34.6667,131.85,50.0,57,20,6.91,few clouds
610,Babushkin,RU,51.7122,105.8647,20.79,75,65,10.2,broken clouds
611,Westport,US,41.1415,-73.3579,59.0,93,90,16.11,light rain
612,Itoman,JP,26.1247,127.6694,69.8,68,20,11.5,few clouds
613,Santa Lucia,ES,27.9117,-15.5407,71.6,68,20,11.5,few clouds
614,Zdvinsk,RU,54.7021,78.661,32.72,90,100,2.71,overcast clouds
615,Borovoy,RU,55.4333,86.0833,41.0,52,0,6.71,clear sky
616,Abnub,EG,27.2696,31.1511,64.4,45,0,16.11,clear sky
617,Uxbridge,US,42.0773,-71.6295,57.0,93,90,12.66,overcast clouds
618,Sakakah,SA,29.9697,40.2064,64.4,20,0,6.91,clear sky
619,Awbari,LY,26.5921,12.7805,87.71,10,35,17.81,scattered clouds
620,Puerto Quijarro,BO,-17.7833,-57.7667,90.97,46,36,1.99,scattered clouds
621,Arrecife,ES,28.963,-13.5477,75.2,53,20,13.8,few clouds
622,Kaeo,NZ,-35.1,173.7833,63.0,97,60,1.01,broken clouds
623,Santa Engracia,ES,41.9406,-1.3245,57.0,58,83,21.85,broken clouds
624,Chiredzi,ZW,-21.05,31.6667,72.57,51,0,5.55,clear sky
625,Egvekinot,RU,66.3167,-179.1667,-9.94,83,100,21.92,overcast clouds
626,Milkovo,RU,54.7167,158.6167,16.74,92,41,2.17,scattered clouds
627,Ruteng,ID,-8.6136,120.4721,59.59,82,32,1.43,scattered clouds
628,Lomovka,RU,53.9194,58.3672,39.2,93,67,6.71,broken clouds
629,Manyana,BW,-23.4,21.7167,73.9,35,0,7.38,clear sky
630,Gorele,TR,41.0308,39.0031,48.2,81,75,5.75,broken clouds
631,Bloomington,US,44.8408,-93.2983,50.0,71,90,14.97,overcast clouds
632,Palasbari,IN,26.1361,91.5486,73.4,78,40,1.9,mist
633,Opuwo,NA,-18.0607,13.84,73.76,32,6,8.57,clear sky
634,Oranjemund,NA,-28.55,16.4333,63.48,75,7,4.12,clear sky
635,Diffa,NE,13.3154,12.6113,91.58,6,43,8.9,scattered clouds
636,Birjand,IR,32.8663,59.2211,71.6,14,40,5.39,scattered clouds
637,Tuatapere,NZ,-46.1333,167.6833,46.99,97,30,3.0,scattered clouds
638,Korla,CN,41.7597,86.1469,57.36,42,3,15.79,clear sky
639,Aguada De Pasajeros,CU,22.385,-80.8508,87.8,62,20,14.97,few clouds
640,Dalbandin,PK,28.8947,64.4101,80.74,8,32,5.1,scattered clouds
641,Jishou,CN,28.3167,109.7167,57.45,98,100,1.28,light rain
642,Bosanski Brod,BA,45.1375,17.9897,59.0,55,0,4.61,clear sky
643,Kristiinankaupunki,FI,62.2743,21.376,35.92,63,62,3.13,broken clouds
644,Limulunga,ZM,-15.0969,23.1376,68.85,47,0,5.97,clear sky
645,Yar-Sale,RU,66.8333,70.8333,32.76,97,100,14.58,overcast clouds
646,Kouvola,FI,60.8667,26.7,42.8,42,0,6.91,clear sky
647,Ketchikan,US,55.3422,-131.6461,38.16,74,85,2.48,overcast clouds
648,Ca Mau,VN,9.1769,105.15,81.5,75,27,7.07,scattered clouds
649,Yantal,RU,56.8471,105.2542,18.23,92,99,3.83,overcast clouds
650,Shipunovo,RU,52.1582,82.2173,30.58,96,17,10.38,few clouds
651,Puli,TW,23.9664,120.9695,71.01,94,75,2.3,mist
652,Manjakandriana,MG,-18.9167,47.8,64.4,88,20,6.91,few clouds
653,Bandarbeyla,SO,9.4942,50.8122,80.04,69,56,8.28,broken clouds
654,Price,US,39.5994,-110.8107,55.4,21,1,8.05,clear sky
655,Ulundi,ZA,-28.3352,31.4162,70.68,71,0,1.52,clear sky
656,Aguimes,ES,27.9054,-15.4461,71.6,68,20,12.66,few clouds
657,Mzimba,MW,-11.9,33.6,63.05,91,100,7.58,overcast clouds
658,Eyl,SO,7.9803,49.8164,80.83,68,64,8.68,broken clouds
659,The Pas,CA,53.8251,-101.2541,30.2,86,100,10.36,snow
660,Lakes Entrance,AU,-37.8811,147.981,50.0,80,100,1.01,overcast clouds
661,Broome,US,42.2506,-75.833,60.01,94,90,11.5,overcast clouds
662,Balykshi,KZ,47.0667,51.8667,64.4,27,6,11.18,smoke
663,Flin Flon,CA,54.7682,-101.865,28.4,86,90,10.36,light snow
664,Camacha,PT,33.0833,-16.3333,68.0,77,40,11.5,scattered clouds
665,Lavrentiya,RU,65.5833,-171.0,4.35,62,100,32.93,overcast clouds
666,Pyaozerskiy,RU,65.8333,31.1667,34.45,81,78,15.35,broken clouds
667,Sukhaya Buyvola,RU,45.1533,42.9956,42.8,100,90,4.47,light rain
668,Concepcion Del Oro,MX,24.6333,-101.4167,75.09,15,52,4.83,broken clouds
669,Mayor Pablo Lagerenza,PY,-19.9309,-60.7718,72.41,87,51,18.07,moderate rain
670,Sanok,PL,49.5557,22.2056,55.0,100,98,8.99,light rain
671,Mercedes,AR,-34.6515,-59.4307,70.0,65,78,7.0,broken clouds
672,Deniliquin,AU,-35.5333,144.9667,44.01,86,3,7.16,clear sky
673,Boone,US,39.0334,-92.3335,61.0,38,0,21.0,clear sky
674,Warmbad,NA,-28.45,18.7333,85.59,18,2,5.26,clear sky
675,Ardakan,IR,32.31,54.0175,75.2,27,40,4.61,scattered clouds
676,Bar Harbor,US,44.3876,-68.2039,51.01,61,20,4.61,few clouds
677,Mukilteo,US,47.9445,-122.3046,46.99,70,20,4.88,few clouds
678,Moron,AR,-34.6534,-58.6198,66.0,67,93,4.0,overcast clouds
679,Ust-Tsilma,RU,65.441,52.1498,35.15,87,44,14.18,light snow
680,Bodden Town,KY,19.2833,-81.25,86.0,70,20,12.66,few clouds
681,Hoi An,VN,15.8794,108.335,77.0,88,20,2.3,few clouds
682,Graaff-Reinet,ZA,-32.2522,24.5308,77.0,49,93,5.01,overcast clouds
683,Franca,BR,-20.5386,-47.4008,83.64,23,0,1.45,clear sky
684,Quatre Cocos,MU,-20.2078,57.7625,78.8,89,40,5.75,light rain
685,Lazaro Cardenas,MX,17.9583,-102.2,83.01,54,6,11.39,clear sky
686,Taguatinga,BR,-12.3857,-46.5711,90.14,37,95,2.19,overcast clouds
687,Longview,US,32.5007,-94.7405,77.0,33,1,5.75,clear sky
688,Rensvik,NO,63.1,7.8167,39.2,70,20,11.5,few clouds
689,Cavalcante,BR,-13.7975,-47.4583,82.76,48,81,3.22,broken clouds
690,Ust-Uda,RU,54.1742,103.0304,16.54,94,55,1.99,broken clouds
691,Hattiesburg,US,31.3271,-89.2903,73.0,37,1,4.61,clear sky
692,Mazamet,FR,43.49,2.373,48.2,93,75,14.97,light rain
693,Samarai,PG,-10.6167,150.6667,79.39,68,67,10.04,broken clouds
694,Metro,ID,-5.1131,105.3067,75.11,91,78,3.96,broken clouds
695,Manta,EC,-0.95,-80.7333,82.4,74,90,8.05,overcast clouds
696,Mayo,US,38.8876,-76.5119,77.0,50,1,4.61,clear sky
697,Alekseyevka,RU,50.6309,38.6903,47.89,58,100,14.88,overcast clouds
698,Flinders,AU,-34.5833,150.8552,51.8,50,2,14.97,clear sky
699,Tilichiki,RU,60.4667,166.1,1.29,81,18,12.01,few clouds
700,Betsiamites,CA,48.9413,-68.646,48.2,53,90,6.91,overcast clouds
701,Vardo,NO,70.3705,31.1107,33.8,80,75,24.16,broken clouds
702,Guayaramerin,BO,-10.8368,-65.3614,87.8,58,20,4.61,few clouds
703,Terme,TR,41.2092,36.9739,46.4,81,75,2.3,broken clouds
704,Barra Do Bugres,BR,-15.0725,-57.1811,91.4,44,18,4.5,few clouds
705,Beboto,TD,8.2668,16.939,88.72,10,36,5.41,scattered clouds
706,Kursavka,RU,44.4564,42.5093,46.4,81,90,4.47,overcast clouds
707,Khovu-Aksy,RU,51.1333,93.6,26.87,57,77,3.47,broken clouds
708,Lanzhou,CN,36.0564,103.7922,51.01,85,56,10.07,broken clouds
709,Ongandjera,NA,-17.8833,15.0667,77.38,27,18,4.59,few clouds
710,Boali,CF,4.8005,18.1275,89.6,55,20,6.91,few clouds
711,Santa Luzia,BR,-19.7697,-43.8514,82.4,44,0,5.75,clear sky
712,Southbridge,US,42.0751,-72.0334,57.99,68,100,1.99,overcast clouds
713,Chifeng,CN,42.2683,118.9636,48.74,56,67,10.31,broken clouds
714,Salo,IT,45.6086,10.531,52.0,82,90,4.61,overcast clouds
